PR URL,PR Title,PR createdAt,PR mergedAt,PR state,stars,fork,collaborators,language
https://github.com/k2-fsa/sherpa-onnx/pull/1713,Export kokoro to sherpa-onnx,2025-01-15T08:46:43Z,2025-01-15T08:49:10Z,MERGED,6054,False,100,C++
https://github.com/k2-fsa/sherpa-onnx/pull/1467,Add GigaAM NeMo transducer model for Russian ASR,2024-10-25T07:17:34Z,2024-10-25T07:20:14Z,MERGED,6054,False,100,C++
https://github.com/k2-fsa/sherpa-onnx/pull/1381,Support Parakeet models from NeMo,2024-09-27T09:10:11Z,2024-09-27T09:12:00Z,MERGED,6054,False,100,C++
https://github.com/k2-fsa/sherpa-onnx/pull/1203,Add ReazonSpeech Japanese pre-trained model,2024-08-02T02:19:42Z,2024-08-02T02:21:24Z,MERGED,6054,False,100,C++
https://github.com/jupyter/nbviewer/pull/1033,Add provider for huggingface.co: Very basic `uri_rewrites`,2022-12-26T18:49:01Z,2023-01-02T23:49:43Z,MERGED,2252,False,97,Python
https://github.com/janosh/matbench-discovery/pull/207,New `metrics/diatomics` modules with energy + force metrics for diatomic curve analysis,2025-02-16T00:38:09Z,2025-02-16T13:01:45Z,MERGED,155,False,18,Python
https://github.com/huggingface/transformers/pull/36710,Gemma3 processor typo,2025-03-14T05:43:10Z,2025-03-14T12:07:56Z,MERGED,144653,False,100,Python
https://github.com/huggingface/transformers/pull/14896,Large audio chunking for the existing ASR pipeline,2021-12-23T12:39:15Z,2022-01-03T15:54:17Z,MERGED,144654,False,100,Python
https://github.com/huggingface/transformers.js/pull/1300,Add support for qwen3,2025-04-28T22:26:41Z,2025-04-29T17:04:47Z,MERGED,13646,False,59,JavaScript
https://github.com/huggingface/transformers.js-examples/pull/32,Add Janus pro WebGPU demo,2025-01-27T23:37:35Z,2025-01-27T23:37:45Z,MERGED,1466,False,3,JavaScript
https://github.com/huggingface/transformers.js-examples/pull/30,Create SmolVLM WebGPU demo,2025-01-23T14:10:32Z,2025-01-23T14:12:44Z,MERGED,1466,False,3,JavaScript
https://github.com/huggingface/transformers.js-examples/pull/29,Create DeepSeek-R1 WebGPU demo,2025-01-20T18:25:52Z,2025-01-21T20:56:33Z,MERGED,1466,False,3,JavaScript
https://github.com/huggingface/transformers.js-examples/pull/27,Reasoning demo,2025-01-10T00:15:12Z,2025-01-10T11:01:39Z,MERGED,1466,False,3,JavaScript
https://github.com/huggingface/text-generation-inference/pull/2591,feat: Add automatic nightly benchmarks,2024-09-30T15:59:04Z,2024-11-21T17:11:43Z,MERGED,10146,False,100,Python
https://github.com/huggingface/simulate/pull/26,Hub support + better texture and colors support,2022-05-20T21:52:34Z,2022-05-24T22:02:56Z,MERGED,190,False,13,Python
https://github.com/huggingface/open-r1/pull/349,Enable chat template and system prompt to be configured during training,2025-02-17T15:12:50Z,2025-02-18T13:46:43Z,MERGED,24511,False,41,Python
https://github.com/huggingface/lerobot/pull/576,[vizualizer] for LeRobodDataset V2,2024-12-13T16:10:34Z,2024-12-20T15:26:24Z,MERGED,13644,False,84,Python
https://github.com/huggingface/huggingface_hub/pull/2707,Fix test_list_spaces_linked,2024-12-11T12:45:59Z,2024-12-11T12:46:08Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface_hub/pull/2684,Add helpers to handle OAuth in a FastAPI app,2024-11-29T16:13:03Z,2025-05-13T09:59:12Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface_hub/pull/2295,Fix test: rename to open-llm-leaderboard + some cleaning,2024-05-30T08:27:35Z,2024-05-30T09:12:35Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface_hub/pull/1904,Fix error handling on HTTP 401,2023-12-14T07:08:04Z,2023-12-15T08:42:24Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface_hub/pull/1874,Support source in EvalResult for model cards,2023-11-29T13:21:16Z,2023-11-30T09:13:52Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface_hub/pull/1779,Implement API for Inference Endpoints,2023-10-25T14:59:52Z,2023-10-30T09:21:54Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface_hub/pull/1506,Encourage to overwrite CommitScheduler.push_to_hub,2023-06-12T16:35:42Z,2023-06-14T10:47:15Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface_hub/pull/143,Context manager,2021-06-25T10:33:36Z,2021-06-28T12:42:26Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface_hub/pull/1254,Add method to list liked repos,2022-12-08T16:54:27Z,2022-12-14T15:33:50Z,MERGED,2610,False,100,Python
https://github.com/huggingface/huggingface.js/pull/169,🥅 Catch SSE error,2023-04-30T16:36:55Z,2023-04-30T16:49:49Z,MERGED,1746,False,100,TypeScript
https://github.com/huggingface/huggingface.js/pull/1058,@huggingface/blob and @huggingface/dduf packages,2024-12-03T10:36:57Z,2024-12-03T13:34:19Z,MERGED,1744,False,100,TypeScript
https://github.com/huggingface/diffusers/pull/5093,Move to slow tests to nightly,2023-09-19T02:33:29Z,2023-09-19T10:34:26Z,MERGED,29065,False,100,Python
